level,document_id,article,question_1,options_1,question_2,options_2,auth1,auth2,auth1 == auth2,turker_motivation,Turker,All agree,All agree (BOOL)
middle,middle1696.txt,"When Kyle walked into Ernie's Pet World, he looked very worried. He walked quickly to the front counter . Ernie jumped out to greet Kyle. He was the shop's first shopper of the day.
""Good morning, sir!"" Ernie said. ""What can I do for you?""
""Well, I...,"" Kyle started to say.
""Wait, don't tell me,"" Ernie stopped him. ""You're looking for a ... a little dog... for your daughter 's birthday. Right?""
""Not really, l just...""
Ernie didn't let him finish.""Ah, I've got it, You just moved into a new house, and you want some fish for it. I have some very nice fish over here.""
""In fact, I..."" Kyle was starting to look very nervous  . His face had a strange expression on it.
""No fish? Ah, a cat! You look like a cat person. At Ernie's Pet World, we have the best kinds. Look at this Persian -- long, white hair, and look at that cute expression. She's looking at you. She's thinking, 'Take me home. Take me home.' Would you like some cat food and toys as well?""
""No, thank you,"" Kyle said. By this time, he was walking up and down. He had a pained   look on his face. ""Really, I'm not interested in cats or fish or little dogs.""
""What do you want, then?"" Ernie asked.
Kyle looked like he was going to cry. ""I just want to know if I can use your bathroom !""he finally said.",What do you think of Ernie?,"['He is careful.', 'He is helpful.', 'He likes talking.', 'He is clever.']",Why did Kyle look anxious and pained?,"['He wanted to get a cat very much.', ""He didn't like animals."", 'He was late for work.', 'He wanted to go to the bathroom.']",1,1,True,"Question 1 is more difficult because it requires the reader to read the full article, understand it, and then think about Ernie's emotions and what caused Ernie to act the way he did making him appear a certain way.",1,1,True
middle,middle1901.txt,"Hello, everyone! My name is Betty. I'm thirteen years old. I'm in Class Two, Grade Seven. This is our school.
There are 800 students in my school. There are twenty-four classrooms in our school. In our school we have a big library. It's behind our classrooms. There are many books in it. We can read them and learn a lot from them. The science building is near the library. There are some science labs in it. The playground is between the science building and the dining hall. We often have our lunch in the dinning hall. It's our playground. After school, we can play football on the playground. Some of us love running. We can also run there.",There are   _   classrooms in Betty's school?,"['12', '14', '24', '34']",We have   _   in the dining hall.,"['breakfast', 'lunch', 'dinner', 'supper']",1,2,False,Question one is more difficult because in the text the number is written out which would make someone have to think about it.,1,0,False
middle,middle2302.txt,"Look! Here's a pencil box, it's orange, it's my pencil box, it's on the desk. Look! This is a pen, it's black. And this is an eraser, it's blue and white. They're both in the pencil box. This is a ruler, it's red, it's on the pencil box. That is a ruler, too. It's yellow. It's in the drawer. Where's my math book? Ah, it's there, under the sofa.",The pencil box is  _  .,"['yellow', 'white', 'blue', 'orange']",The yellow ruler is  _  .,"['in the school bag', 'in the drawer', 'on the pencil box', 'on the sofa']",2,2,True,"Question 2 is more difficult because Question 1 deals with a type of adjective (color) that's easier to identify, while Question 2 deals with one (location) that's harder.",2,1,True
middle,middle2744.txt,"Raising pets is a popular online game among teenagers. ""More than 20 of my classmates have adopted pets online, while last year the number was just 10,"" said Wang Hui,a middle school student from Beijing, who also raises pets online.
If you go to some websites, you can adopt virtual pets like penguins, chickens, dogs and elephants. You can feed,wash, talk to and play with your pet.
Dai Yingshuang of Shanghai raises pets on KaixinOOl. com. The 15-year-old girl said it is great fun. She thinks that she has also learned how to take care of others.
If one doesn't feed and care for the pet, it becomes unhappy and unhealthy. So raising an online pet means spending a lot of time online.
This makes many parents worried. They fear there will be bad influence in the children's studies.
Dai said that she usually asks her uncle to take care of her pet, while she is at school.
Wang Zhaotong, from Anhui,has been raising a penguin on QQ. com since last year. The 14-year-old girl takes good care of the penguin.
She said her parents knew about the penguin and think it's Okay. If the students can keep the balance between studying and playing, it's not bad for them to ""raise"" pets online.
,,.","According to the passage, over of the students in Wang Hui's class have adopted pets online this year.","['10', '20', 'half', 'all']",How many examples are mentioned in the passage?,"['Two.', 'Three.', 'Four.', 'Five.']",2,2,True,"Question 2 is more difficult because it requires you to find individual examples in the passage, while Question 1 merely asks for a simple fact, found in the first line.",2,1,True
middle,middle2790.txt,"Do you know the story about Vince? It was a true story. Vince was an English boy and he was eight years old. He didn't like soap or water. Three or four times a day his mother said to him, ""Vince, your hands are very dirty again."" Go and wash them. "" But Vince never washed them well. He only put his hands in the water for a few seconds and then took them out again.
Vince's uncle and aunt lived in another city. One day they came to stay with Vince's parents, and they brought their small son, Toby, with them. Toby was seven years old and he didn't like soap or water, either. The boys sat with their parents for a few minutes and then they went outside. When they were playing, Vince looked at Toby's hands and then went back to Toby's parents and said proudly  , ""Toby's hands are dirtier than mine, ""
""Of course they are,""Toby said angrily. ""You are one year older than I am, """,Vince's mother asked him to  _   three or four times a day.,"['wash his hands', 'do his homework', 'clean his bedroom', 'wash his teeth']",Vince's hands were a little  _   than Toby's.,"['dirtier', 'cleaner', 'bigger', 'smaller']",2,2,True,"Question 2 is more difficult since the answer isn't stated directly and it requires comparing two characters, while the answer to Question 1 is a simple statement right in the passage.",2,1,True
middle,middle2790.txt,"Do you know the story about Vince? It was a true story. Vince was an English boy and he was eight years old. He didn't like soap or water. Three or four times a day his mother said to him, ""Vince, your hands are very dirty again."" Go and wash them. "" But Vince never washed them well. He only put his hands in the water for a few seconds and then took them out again.
Vince's uncle and aunt lived in another city. One day they came to stay with Vince's parents, and they brought their small son, Toby, with them. Toby was seven years old and he didn't like soap or water, either. The boys sat with their parents for a few minutes and then they went outside. When they were playing, Vince looked at Toby's hands and then went back to Toby's parents and said proudly  , ""Toby's hands are dirtier than mine, ""
""Of course they are,""Toby said angrily. ""You are one year older than I am, ""","When Vince saw Toby's hands, he felt    _  .","['sorry', 'proud', 'sad', 'terrible']",Vince's hands were a little  _   than Toby's.,"['dirtier', 'cleaner', 'bigger', 'smaller']",2,2,True,Question 1 is more difficult because it requires the reader to think about Vince's motivation and what was going through Vince's mind which is not clearly stated in the article.,1,0,False
middle,middle2870.txt,"Are you a crazy chocolate fan? Have you heard about Hershey's Kisses? Do you love the movieCharlie and the Chocolate Factory? If your answer was, ""yes"", to any of the questions, then my experience will make you jealous  . I just went to the famous Hershey Chocolate Factory!
The other day we drove from Washington DC to the small town of Hershey, Pennsylvania. When we arrived at the factory, we realized that this was much more than just a factory. The whole town is a chocolate-themed amusement park. The sweet smell of chocolate is on every street corner. There are even road signs that say things like, ""Chocolate Ave "" and ""Cake St."".
As we were walking towards the park, Jason, our tour guide, began telling us about this quiet little town. Hershey chocolate has been a _ in the world over the past hundred years. It is the biggest company that makes and sells chocolate in America,"" he started. ""I guess you get the chocolate in China, don't you?""
I nodded  without thinking. How could I possibly not know those lovely little candies when I've been eating them all these years?
Jason went on, ""The factory first started on a small farm. It developed very fast. So they built this town for factory workers to live in. Then they built hotels, hospitals, stadiums , theaters and even museums with the theme of chocolate. Isn't that cool?""
""Yes, a hundred times yes!"" I yelled ( )with delight.",What was the small town of Hershey like?,"['It was very beautiful.', 'It was like a big city.', 'It was very colorful.', 'It was a theme park.']",Which of the following statements is TRUE?,"['Hershey Chocolate has not been introduced to China yet.', 'Hershey was a German company.', 'Hershey Chocolate developed very fast.', 'Hershey Chocolate first started on a big farm.']",2,2,True,Question 2 is more difficult because it involves gathering much more information and the processesing that info to decided on which other answers to eliminate.,2,1,True
middle,middle3226.txt,"Mr. Smith is one of my friends. He can run very fast and he is always ready to show  how fast he can run.
One day a thief  breaks into his house,takes some things of his and runs off as fast as he can. Mr. Smith runs after him and shouts :""Stop! Stop! Don't you know you can't run away from me?""
But the thief only runs faster. Mr. Smith gets angry. He tries his best to run. He is soon a few miles away from his house. He doesn't see anything or anybody and is still rushing  alone  when he runs into  me.
""Why are you in such a hurry?""
""I'm trying to catch a thief.""
""But where is the thief?"" I ask.
""Far, far behind me,"" says Mr. Smith with a smile on his face.
""He thinks he can run faster than me,but you see he is wrong.""",Mr. Smith is very glad that   _  .,"['he is very tired', 'he runs very fast', 'the thief runs away', 'he runs faster than the thief']",At last the thief   _  .,"['runs away', 'is very tired', 'is caught', 'is after Mr. Smith']",2,2,True,Question 1 is more difficult because there's no clear answer given in the article so it requires the reader to think about the passage and what Mr. Smith is feeling from the situation.,1,0,False
middle,middle3256.txt,"Walking is a popular form of exercise. It is an easy activity and offers a good way to improve physical fitness. Walking also gives many of the same benefits as other kinds of exercise.
Regular, brisk walks help a person's body work better. Walking builds a stronger heart and lungs. Walking also seems to help protect the heart from heart disease. The lungs work better because they take in and use oxygen more effectively. Walking can help in weight control, too. A quick fifteen-minute walk burns as many calories as jogging the same distance in half the time. Walking causes very injuries, so there is also a lower ""dropout"" rate among walkers than among runners.
People are more likely to continue a walking program. This gives a better chance for success. Walking offers some mental benefits, too. It seems to make people feel better. Many walkers say they sleep better at night when they take regular walks. Others say they have a better attitude towards life. Walking offers many of the same physical and mental benefits as other forms of exercise, but walking offers some special advantages, too. Almost everyone can walk. There are no special lessons or training. To become a real walker, a person only needs to walk faster, farther, and more often.
People can walk almost anywhere. There are no special playing fields or courts for walking. Sidewalks, streets, parks, fields, and malls are excellent places for walking. People can walk almost anytime. A person doesn't need a team or a partner for walking. There is no ""season"" for walking. Most walkers walk in all kinds of weather.
Walking doesn't cost anything. There are no special fees for walking. Good walking shoes and comfortable clothes are the only equipment that a walker needs.
Walking offers a form of exercise within the reach of nearly everyone. With a little time and effort, people can rediscover a valuable form of exercise and improve their fitness.",Most people like walking because  _  .,"['it is easy to continue', 'it is funny', 'they are ill', 'they want to see who walks faster']","When you start walking, you should prepare   _  .","['a good bag', 'a hat and gloves', 'some food and drinks', 'walking shoes and comfortable clothes']",1,2,False,Question 1 is more difficult because it is more vague.,1,0,False
middle,middle3297.txt,"Joe Read studied in this school for fourteen years. When he finished school, he was already eighteen years old. And then his father said to him, ""You finished school, and you are a good student. Now you may go to town and get a good job. They need some clever people to work in the office. The people there can get a lot of money now. If you stay at home, you can't get money from our family."" A few weeks later, Joe went to the office and asked for a job there. A man took him into a small room and gave him some questions on a piece of paper. Joe answered the questions quickly, and he gave the paper to the man. The man looked at the paper for a few minutes and then asked, ""You were born on Sep. 23. But which year were you born in?"" Joe answered, ""Oh, every year.""",What did his father think of Joe?,"['He was a good student.', ""He wasn't a good student."", ""He wasn't clever."", 'He could get money from his family.']","From Joe's answered, ""Oh, every year."", we can infer  that  _  .","[""he didn't want to work in the office"", 'he was hardworking but dishonest', 'he was outgoing and clever', ""in fact, he didn't really answer the man's question""]",2,2,True,Question 2 is more difficult because you have to put yourself in Joe's place in order to understand what he's thinking and where he's going from this.,2,1,True
middle,middle3436.txt,"Today is Sunday. All of us go to school early. Our teachers are going to take us to Blue Sky Park. The park is near our school. We can go to the park on foot.
Blue Sky Park is very beautiful. There are many trees, a football field, a big playground and a small lake in it. It's a sunny day today, but there are not many people in the park. Li Lei is sitting under the tree. Han Mei and Lu Lu are playing on the playground. A bird in the tree is watching them. Look at me. I am playing football with other boys. How happy we are! Where are Miss Fang and Mr. Wu? They are boating on the lake. All of us have a good time in the park. We want to visit it again.",We  _  to the park.,"['swim', 'ride', 'walk', 'drive']",Miss Fang and Mr. Wu are  _  .,"['near the river', 'under the tree', 'on the playground', 'in the boat']",1,2,False,Question 1 is more difficult because a different word is presented in the article than the answer options so it would require the reader to think about it.,1,0,False
middle,middle3521.txt,"108 Wensan Road London, 85 A 100  England
March 1st, 2013
Dear Lin Tao,
I am writing to you in English. I hope you can understand  it.
I love studying in London and I have many new friends. Most of them are my classmates. From Monday to Friday, we have English, math, physics and P. E. in the morning. I like English and physics, because they're interesting. I don't like math. It's too boring. At noon, I have to have lunch at school because my home is far from my school. We usually have two classes in the afternoon--art and politics. We finish our classes at 3:30 p. m. After school, my friends and I always play football on the playground. And then we go home by bus.
On weekends, we have no classes. We often go to the park and sometimes we go to the movies in the evening. We see movies twice a month. I like some famous  actors like Jackie Chan.
Oh, I have no time to write more. Please write back soon.
Best wishes,
Wang Gang
,.",Where is Wang Gang studying?,"['In America.', 'In China.', 'In England.', 'In Canada.']",Wang Gang and his friends go to the movies   _  .,"['once a week', 'once a month', 'twice a week', 'twice a month']",1,2,False,"Question 1 is more difficult since it requires understanding the pen pal idea and figuring out the address, while Question 2 merely asks for a simple fact stated directly in the passage.",1,0,False
middle,middle3524.txt,"Just as ""Tiger Mom"" leaves, here comes the ""Wolf Daddy"" called Xiao Baiyou. He believes he's the best parent in the world. Some days ago, Xiao Baiyou's latest book about how to be a successful parent came out. He is pretty strict with his four children. Sometimes he even beat them. But the children don't hate their daddy at all. And all of them finally went to Pecking University, one of the top universities in China. So Xiao proudly tells others about his education idea that children need strict rules. In his microblog, he said, ""Come on, want your children to enter Peking University without rules? You must be joking."" And, ""Leave your children more money, and strict rules at the same time.""But the ""Wolf Daddy"" way was soon questioned by other parents. Some say that Xiao Baiyou just want to be famous by doing so. The ""Wolf Daddy"" Xiao Baiyou is a 47-year-old Guangdong businessman who deals in luxury goods  in Hong Kong. Unlike many other parents who usually have one child, Xiao has four children. Two of them were born in Hong Kong and two in the US. Some people on the Internet think the reason why his children were able to enter Peking University is because the exam is much easier taken from Hong Kong.",Xiao Baiyou   _  .,"['is called Tiger Mom', 'has two children', 'is 47 years old', 'is a policeman']","As for how to be a parent, Xiao Baiyu thinks   _  .","[""children don't need rules"", 'children need strict rules', ""children don't need money"", 'children need luxury goods']",2,2,True,"Question 1 is more difficult simply because it's a badly written question and requires you to search the article for the description that fits, while Question 2 is easier because the answer is a direct sentence from the passage.",1,0,False
middle,middle3540.txt,"In a small village in England about 150 years ago, a mail coach (    ) was standing on the street . It didn't come to that village often  . People had to pay a lot to get a letter . The person who sent the letter didn't have to pay the postage (     )  , while the receiver had to .
""Here's a letter for Miss Alice Brown , "" said the mailman .
"" I'm  Alice Brown , "" a girl of about 18 said in a low voice .
Alice looked at the envelope  for a minute , and then handed it back to the mailman .
"" I'm sorry I can't take it , I don't have enough money to pay it"", she said .
A gentleman standing around were very sorry for her . Then he came up and paid the postage for her .
When the gentleman gave the letter to her , she said with a smile , "" Thank you very much ,This letter is from Tom . I'm going to marry him . He went to London to look for work . I've waited a long time for this letter , but now I don't need it , there is nothing in it .""
"" Really ? How do you know that ? "" the gentleman said in surprise .
"" He told me that he would put some signs on the envelope . Look ,sir ,this cross in the corner means that he is well and this circle means he has found work . That's good news .""
The gentleman was Sir Rowland Hill . He didn't forgot Alice and her letter .
"" The postage to be paid by the receiver has to be changed ,"" he said to himself and had a good plan .
"" The postage has to be much lower , what about a penny (    ) ? And the person who sends the letter pays the postage . He has to buy a stamp and put it on the envelope ."" he said .
The government accepted his plan . Then the first stamp was put out in 1840 . It was called the "" Penny Black "" . It had a picture of the Queen on it .",The girl handed the letter back to the mailman because   _   .,"[""she didn't know whose letter it was"", 'she had no money to pay the postage', ""she received the letter but she didn't want to open it"", 'she had already known what was written in the letter']",We can know from Alice's words that   _   .,"['Tom had told her what the signs meant before leaving', 'Alice was clever and could guess the meaning of the signs', 'Alice had put the signs on the envelope herself', 'Tom had put the signs as Alice had told him to']",2,2,True,Question 2 is more difficult because it involves interpretation which could be vague.,2,1,True
middle,middle4034.txt,"On a stormy day last August, Tim heard someone shouting. Looking at the sea carefully, he saw that two kids in a rowboat were being pulled out to sea.
Two 12-year-old boys, Christian and Jack, had rowed out in a boat to _ a football. Once they'd rowed beyond the calm waters, a beach umbrella tied to the boat caught the wind and pulled the boat into open water. The boys were terrified and tried to row back to shore. But they were no match for _ and the boat was out of control.
Tim knew that it would soon be swallowed by the waves.
""Everything went quiet in my head,"" Tim recalls. ""I'm trying to figure out how to swim to the boys in a straight line.""
Tim took off his clothes and jumped into the water. Every 500 yards or so, he raised his head to judge his progress. ""At one point, I considered turning back,"" he says. ""I wondered if I was putting my life at risk."" After 30 minutes of struggling, he was close enough to shout to the boys, ""Take down the umbrella!""
""Let's aim for the pier ,"" Jack said. Tim turned the boat toward it. Soon afterward, waves crashed over the boat, and it began to sink. ""Can you swim?"" he cried. ""A little bit,"" the boys said.
Once they were in the water, Tim decided it would be safer and faster for him to pull the boys toward the pier. Christian and Jack were wearing life jackets and floated on their backs. Tim swam toward land as water washed over the boys' faces.
""Are we almost there?"" they asked again and again. ""Yes,"" Tim told them each time.
After 30 minutes, they reached the pier.
,.",When did the story happen?,"['On a holiday.', 'On a stormy day.', 'At a weekend.', 'After a football match.']",What do you think of Tim?,"['Strong.', 'Proud.', 'Shy.', 'Brave.']",2,2,True,"Question 2 is more difficult because it requires you to sum up a person's character based on their actions, while Question 1 just asks for the timing of the story, given in the opening ine.",2,1,True
middle,middle4164.txt,"English breakfast is a very big meal--eggs, tomatoes, tea, coffee... For many people, lunch is a quick  meal. In cities there are a lot of sandwich  bars . People can buy sandwiches there. Students can have a hot meal at school, but many just take a sandwich, a drink and some fruit from home.
""Tea"" means two things. It is a drink and a meal! Some people have afternoon tea, with sandwiches, cakes and a cup of tea.
They usually have dinner quite early , between 6:00 and 8:00(......), and often all the family eat together .
People often get take-away  meals--they buy the food outside",Many people in England have a   _   breakfast and a   _   lunch.,"['quick; small', 'little; big', 'big; quick', 'slow; big']","When they get a take-away meal, they often eat it   _  .","['at home', 'in the school', 'outside', 'in the bars']",1,2,False,Question 2 is more difficult because it isn't outright stated and requires the reader to think about the article and what's going on with the provided information.,2,0,False
middle,middle4282.txt,"Have you heard of EXO? EXO is a Chinese-South Korean boy band with 12 people. They are in two teams: EXO-M and EXO-K. There's even a ""competition"" between the two teams. ""I will not call it a competition. It's always in good fun,"" said Sehun of EXO-K.
Here comes the new superstar! His name is Austin Mahone. The 18-year-old is a pop singer in the US. His success story is just like that of Justin Bieber. Last month Mahone's new album The Secret came out. Maybe it's a good chance for us to know more about him and his music.
Forget about Super Junior. We now have TFBOYS. TFBOYS is a popular Chinese boy band made up of three members. They are Wang Junkai, 14, Wang Yuan, 13, and Yi Yangqianxi, 13. The boys are all junior middle school students. Their songs are full of positive energy  . In their latest album, they call on teenagers not to be afraid of dreaming big.",Members of EXO come from   _  .,"['the UK and the US', 'China and South Korea', 'China and America', 'South Korea and Japan']","If you listen to TFBOY's songs, you can feel a lot of   _  .","['trouble in study', 'tiredness of life', 'positive energy', 'anger of society']",1,2,False,Question 2 is more difficult because it relies on feelings and how someone would feel it's possible for people to have different feelings about the same materials.,2,0,False
middle,middle4349.txt,"Hunan TV's new program,   Dad,Where Are We Going? has become very popular since last year. The show tells us that fathers should take part in their children's growing-up. In fact, this topic was always mentioned by Zeng Guofan (1811-1872). a famous official during the late Daoguang Period of the Qing Dynasty (1644-1912).
Although Zeng spent most of his time away from his family, his letters back home to his children and younger brothers have become famous. In these letters, there are many helpful suggestions on proper behavior . Many of his ways on child education are popular among today's Chinese parents, including reading classical books and so on. His child-raising methods are useful for today's busy fathers. Like Zeng, they also spend most of their time away from home.
According to Zeng,  the purpose of education was to learn wisdom from books, rather than getting an official position. Children should know that the most important purpose of studies is to get more knowledge about nature and life.
""But now ,parents just want their children to be rich and powerful. "" Mr. Tang, a writer in China, said.
Some teachers say that parents need to build a good relationship with their children. Parents shouldn't force  their children to realize their wishes.
In Zeng's letters, he asked his young children to do housework as part of their daily life, even though his children had many helpers. He believed that doing housework would make his children more confident and independent .","Which o fthe following statements is TRUE, according to the passage?","['Zeng Guofan was a great writer during the late Guangxu Period.', 'Zeng Guofan is one of the fathers in the program, Dad,Where Are We Going?', ""Many of Zeng Guofan's ideas on educati'on are not accepted by modern people."", 'Zeng Guofan was very busy and spent most of his time away from his family.']",The purpose of education is to   _   according to Zeng Guofan.,"['get an official position', 'learn wisdom from books', 'get high scores in exams', 'make a lot of money in the future']",1,1,True,Question 1 is more difficult because it involves processing more information.,1,1,True
middle,middle4386.txt,"Today is July 21. Most people are enjoying their weekend now. John is watching a magic show at the Capital Stadium with his parents and a friend from Australia.
The girl is Megan, she is staying at John's for her holiday now. Her parents and brother Andy are now visiting the zoo. Their father is taking photos of many animals, like elephants, pandas, zebras and tigers. But Andy likes monkeys most and he is now watching them jumping and playing.
Andy's cousin Julia is at her friend's birthday party. There she meets Lily, Daming, Joy and Lingling. They are having a happy talk and drinking some juice. Julia's grandparents are having a Taijiquan class, while her mother is shopping for presents. Julia's family is going back home to the Unite States next Thursday, so her father is booking plane ticket on the Internet.",Which of the following sentences is not right?,"[""Julia's mother is buying presents."", 'Julia is from Australia.', 'Andy likes monkeys best.', ""Julia's family is going home by plane.""]",What is the best title of the passage?,"['A Happy Weekend.', 'A Magic Show', 'In a Zoo.', 'At a Party.']",1,1,True,"Question 2 is more difficult since coming up with a title requires you to understand the main theme and summarize it, while Question 1 merely asks about what does or doesn't appear in the paragraph.",2,0,False
middle,middle4570.txt,"In many countries, holidays are important parts in people's life. Let's show some countries to you.
America
American people's holidays are flexible ( ). They can use up their holidays once, and they can also use them up a few times. During the holidays, they still get money.
Canada
Many people in Canada can rest three days a week. They have all kinds of activities   for holidays. They may go fishing, boating or mountain climbing. Also, they have long holidays. They may go to the beach to spend a sunny winter holiday. Like American people, Canadians also get money during the holidays.
France
People in France are very good at enjoying life. They have a 6-week holiday every year, and they work less than 40 hours a week.",In which countries can people still get money during the holidays according to the     passage?,"['America and Canada.', 'Canada and France.', 'Japan and France.', 'America and France.']",In which country can people work less than 40 hours a week?,"['America.', 'Canada.', 'France.', 'China.']",1,2,False,Question 2 is more difficult because the answer is not clearly stated in the article rather it requires the reader to infer from some previously given information which can be a bit confusing.,2,0,False
middle,middle4890.txt,"Mike is seven and begins to go to school this week . It's Sunday . His mother Mrs. Smith doesn't go to work. Mike wants to go to the zoo. He gets up at six thirty and asks his mother to take him there. After breakfast they go to the bus stop. They want to take a No.3 bus to the  zoo .
""Look ,Mummy!"" the boy is calling out, ""A NO.3 bus is coming !""
""No, dear"" Mrs. Smith is saying ,""It isn't No.3 It's No.21.""
""You're wrong, Mummy, ""Mike is saying. ""My teacher says two and one is three !""",Mike is going to the zoo with  _  .,"['his father', 'his mother', 'his sister', 'his brother']","Mike thinks  _  ,  so he is calling out .","['Two and one is three', 'a No.2 bus is coming', 'a No. 3 bus is coming', 'a No.21 bus is coming']",2,2,True,Question 2 is more difficult because it requires you to read and understand what Mike is saying which is something that a child would think but an adult would know otherwise.,2,1,True
middle,middle4890.txt,"Mike is seven and begins to go to school this week . It's Sunday . His mother Mrs. Smith doesn't go to work. Mike wants to go to the zoo. He gets up at six thirty and asks his mother to take him there. After breakfast they go to the bus stop. They want to take a No.3 bus to the  zoo .
""Look ,Mummy!"" the boy is calling out, ""A NO.3 bus is coming !""
""No, dear"" Mrs. Smith is saying ,""It isn't No.3 It's No.21.""
""You're wrong, Mummy, ""Mike is saying. ""My teacher says two and one is three !""",Mike is going to the zoo with  _  .,"['his father', 'his mother', 'his sister', 'his brother']",Who is wrong ?,"['The teacher', 'Mike', 'His mother', 'A, B and C']",2,2,True,"Question 2 is more difficult because it requires you to really read and understand the passage and the conversation, while Question 1 asks for a simple fact from it.",2,1,True
middle,middle5436.txt,"Kinsale may be one of the smallest towns in Southern Ireland, and it's also one of the most famous towns. It is well known for its wonderful fish restaurants. Some of the best known chiefs in the world have practiced in the restaurants there. The town itself is very beautiful in Southern Ireland by the sea. Here it is cooler in summer than other island towns. A big building overlooks the town and it is one of the most beautiful in the whole country. To the north of the town there is a high mountain standing in the country. The town is very beautiful, with its many craft shops and narrow cobbled streets. Most travelers visit Kinsale for its fish restaurants, which are family owned. This means that the service is better than that in other restaurants. People are more welcoming there than those anywhere else. The food may be expensive but you'll have one of the most pleasant evenings in your life there. So go ahead and visit Kinsale.",Many people would like to go to Kinsale because   _   .,"['the fish there is delicious', 'the food is cheap', ""it's in Ireland"", ""it's far away""]",The town of Kinsale is beautiful for its   _   .,"['fish restaurants', 'service', 'weather', 'shops and streets']",2,2,True,"Question 1 is slightly more difficult because it requires thinking about why people would like to go there, whereas question 2 is answered directly in the text.",1,0,False
middle,middle5490.txt,"One thing that British and Chinese cultures share is a love for fine tea. Today, when we think of western tea culture, we often think of the English and beautiful china cups.
Afternoon tea
People believe that an English lady, Anna, first introduced the idea of afternoon tea. In the 18thand 19thcenturies, the English are only two main meals each day ----breakfast and a heavy dinner that would last several hours in the evening. As a result, people often got very hungry during the long wait between these two meals. To solve this problem, Anna came up with the clever idea of inviting some friends to join her for an afternoon meal between four and five o`clock. This meal included cakes and sandwiches, and tea was served to wash down the food. In order to make this afternoon meal important,  fine china cups and plates, and silver teapots, forks and spoons were used. Soon, afternoon tea parties became popular social occasions. Today, afternoon tea parties continue to play an important part in the social life in the modern Britain.
Will you come for coffee?
Coffee also has an important role in British culture. People often use the words ""Will you come for coffee?"" to mean ""Would you like to come to my home for a chat?""Normally, several different drinks such as tea, hot chocolate or a soft drink like orange juice will be served as well as coffee, and you will be asked what you would like. However, you will not normally be offered wine at a ""coffee"" party.
Coffeehouses and the London Stock Exchange 
In the 17thcentury London, coffeehouses were busy and noisy places. Businessmen and bankers went to coffeehouses to do their business, as well as to drink coffee. In fact, the London Stock Exchange is believed to have started from these coffeehouses.
,,.","If someone says to you ""Will you come for coffee?"", you   _  .","['will be offered coffee only', 'are asked what you would like to drink', 'will be asked to have a chat with him or her', 'are invited to take part in an afternoon tea party']",Which is the best title of the article?,"['British and Chinese Cultures', 'English Tea and Coffee Culture', 'Coffeehouses and Business', 'Chinese Tea and Coffee']",2,1,False,Question 2 is more difficult because it requires the reader to fully read and understand the article and then think about how to best summarize it overall.,2,0,False
middle,middle587.txt,"When someone says, ""Well, I guess I'll have to face the music"", it doesn't mean that he is going to hear a singer. It is something far less happy, as you are called in by your leader to explain why you did this and did that or why you did not do this or that.
At some time or another, every one of us has to ""face the music"", especially as children. We can all remember father's angry words ""I want to talk to you."" And only because we did not listen to him. What a bad thing it was!
In the middle or at the end of every term, we students have to ""face the music"". The result of the exam will decide whether we will face the music or not. If you got a ""D"" in the exam, that means parents' cold faces and the contempt  of the classmates.
""To face the music"" is well-known to every American, young or old. It is at least 100 years old. It really means that you have to do something, no matter how terrible the whole thing might be, because you have no choice.","""To face the music"" means ""to  _  "".","[""do something that we don't like to"", 'go to the theatre', 'go to the music show', 'do something we want to']","After the exam, we'll have to ""face the music"". That's why  _  .","['we like to take the exam', 'we are afraid of taking the exam', 'the exam is very important', 'we are afraid of passing the exam']",2,2,True,"Question 2 is more difficult because, unlike Question 1 which merely asks for the meaning of an idiom, 2 requires you to apply the idiom's meaning to the passage.",2,1,True
middle,middle6208.txt,"Do you obey the rules in your school? What do you think of your school rules? Are you allowed to dye   hair? A lot of school rules are similar around the world, but some are different. Some students may enjoy more freedom in some countries. But freedom doesn't mean ""no rules"". Every school has its own rules.
There are some rules in Japanese schools. The students are not allowed to dye their hair and are supposed to keep their hair black. They are not allowed to wear earrings either. Almost all schools used to require students to wear school uniforms but now half of the schools require uniforms. The students feel happy to wear all kinds of clothes. The students must get to school on time. If they are late, they cannot get into the school because the school gate is closed. In Japan, students are not allowed to have part-time jobs.
American schools have their own rules too. For example, at Morton High School, students are not allowed to choose their own clothes. They must get to school or leave school on time. Food, drinks or snacks shouldn't be taken into the classroom. They must wear sports shoes in PE class. They are supposed to keep quiet on the school bus. In America, the students can have part-time jobs in their free time. (<<>> )",Which school rules have changed in some Japanese schools?,"['About wearing earrings.', 'About uniforms.', 'About food and drinks.', 'About part-time jobs.']",Which is the same rule in Japanese schools and at Morton High School?,"['The students can have part-time jobs.', 'The students are allowed to wear their own clothes.', 'The students must get to school on time.', 'The students should keep their hair black.']",2,2,True,Question 2 is more difficult because it requires more information and a comparison.,2,1,True
